"ID","Gender","Married","Age","Children","Health_index","Salary","Housing","Location","History","Strategy","AmountSpent"
"8b8e8170bb801bc9d7f9d4e70a16a27f","Male","Single","Young",1,1,47000,"Rent","Close","Medium","Call",584
"a30a0cdf4920601d96df13b76a6619a5","Female","Married","Young",0,3,41600,"Loan","Close",NA,"Brochure",982
"ef9264d203c106a29d0b6d62332e9598","Female","Single","Adult",0,3,20100,"Rent","Close","Low","Brochure",576
"da044584d89c3715da2e946310086444","Male","Single","Young",3,2,64000,"Rent","Close","Low","Call",410
"06b8de0441ebfb827819abd482be5649","Female","Married","Young",3,3,96800,"Rent","Far",NA,"Message",3082
"04bbbf6ec15a574e9ecd60d55a2d2b46","Male","Married","Young",1,3,76200,"Own","Close",NA,"Call",2437
"a6d0a586dadf05d14fe57cd64f2ae4da","Female","Married","Adult",0,1,81500,"Own","Far","High","Brochure",3655
"5b4d255672305d0025451a40171df82b","Female","Single","Young",1,2,49600,"Loan","Close","Medium","Brochure",844
"a2b94f63471ab5c79368108894092028","Female","Married","Young",0,3,111500,"Rent","Close","High","Brochure",2510
"95bebfc0c1f6f18975c4e927d7299581","Male","Married","Young",0,3,77700,"Loan","Close",NA,"Brochure",983
"f3eba3ac182fb9f55f4a45d07e2f196c","Male","Married","Adult",0,1,58900,"Loan","Close",NA,"Message",1215
"6df3860bcd143e01cd72b85af77d2885","Male","Married","Adult",2,3,126500,"Rent","Close","High","Call",2000
"627188fce6887b063cbed7090d875110","Female","Married","Young",1,2,83300,"Own","Close","High","Call",2574
"e0aa22f7d65ca8fea390098cd6aff6c2","Female","Married","Adult",1,3,90500,"Own","Close","High","Brochure",1116
"1b8f4595244a5f5340b73102e554d474","Female","Married","Adult",0,1,87200,"Own","Far","High","Brochure",3604
"e64f8f2aa88155016b0a12570fabeefd","Female","Married","Young",1,3,105300,"Loan","Close",NA,"Brochure",3360
"798bdea0bc368a849d40da72a0f36961","Female","Single","Adult",3,1,56000,"Loan","Far","Medium","Message",NA
"de30fb9782c62774763f22ee4c8d9939","Female","Single","Adult",0,3,46600,"Own","Close","Medium","Message",906
"e488a979dc10863f2dcd86d4ca244032","Male","Married","Adult",0,1,69800,"Loan","Close","High","Call",2764
"ca48868ce7424bb1180f1c201d8590d6","Male","Single","Adult",0,2,60300,"Rent","Close","High","Call",1263
"e70c65267127cc69e314c987f39b4437","Male","Married","Young",0,1,67800,"Own","Close","High","Message",1084
"3dcb212a6b88425a312492c49379217f","Male","Single","Young",0,1,42300,"Rent","Close","Medium","Brochure",1051
"519f4c543f4c879313462614e44fd4b0","Female","Married","Adult",0,2,33700,"Loan","Far",NA,"Brochure",614
"8fee240999e01ac8ef967392c3aa6d2a","Male","Single","Young",2,2,62700,"Rent","Close","Medium","Call",704
"d886540265d6bd6a3be47922d122e24c","Female","Single","Young",2,1,25900,"Own","Close",NA,"Call",NA
"1da0674b159732cbd35246d9acb4c502","Female","Single","Young",1,3,15600,"Own","Close","Low","Message",136
"0e3a5e318665ed5f71925a294cf28ecf","Female","Single","Young",0,3,14600,"Rent","Close","Low","Message",468
"30fbeed0a4cbefa4ed7ea8849b61734f","Female","Married","Young",0,3,62600,"Own","Close","High","Call",565
"7fa89174cfe938c6d6068cba918240d3","Male","Married","Young",0,2,66700,"Loan","Close",NA,"Brochure",1310
"39fd34db2df778b2bc4527dff435bca4","Male","Married","Young",0,2,72500,"Loan","Far",NA,"Call",2595
"04cde11ea60045439390867822ecf2e1","Female","Single","Young",0,1,13200,"Rent","Far",NA,"Message",358
"ba7045cf6c0cd58506a4718efc4580a3","Female","Single","Young",0,3,51300,"Loan","Close","Medium","Brochure",1424
"0242dff7fd81f351ff210c9f049134cf","Male","Single","Adult",0,3,72300,"Loan","Far","High","Message",4182
"0d29f312f061929b5f9047b3d86ef44b","Female","Single","Young",0,1,15600,"Rent","Close",NA,"Brochure",468
"00d4318f9bcb96e767095861c256ab44","Female","Married","Young",1,2,90400,"Rent","Far","High","Brochure",2924
"bbdbf2b7c15cb15770804865efb58131","Male","Single","Adult",0,1,71500,"Loan","Far",NA,"Message",964
"f80115d098e66a4d0640dba4bea21a47","Male","Single","Young",0,1,14400,"Own","Close",NA,"Message",615
"0062e7c2aa23743602cf3734a1cff0da","Male","Single","Adult",3,3,15000,"Rent","Close","Low","Call",38
"543b6b37c991c90ac8f3189b9de63261","Male","Single","Young",1,2,57600,"Loan","Close",NA,"Message",1006
"cf3bb7361aa4c0bb2329a8496a235a40","Female","Married","Young",3,1,0,"Loan","Close","Low","Message",307
"43a20a35331f8c467a7701a271de6dac","Male","Married","Adult",2,3,84300,"Loan","Far","High","Call",1648
"fb3edd95f7c401c7f815026c5f225e3a","Female","Single","Young",1,3,24400,"Own","Close","Low","Brochure",220
"95f1914fbd48ab8bc323a1a080267dd9","Female","Single","Young",2,3,22100,"Own","Close","Low","Call",280
"8d8ec26ce413f8e5362562bf23bdad4c","Male","Married","Young",2,3,48800,"Rent","Far",NA,"Call",1647
"ae957879b52e10fa925e1dc24cb14498","Female","Married","Young",1,2,74700,"Loan","Close","Medium","Message",704
"66d6081abb26f880ee6c8b68873fd779","Female","Single","Adult",1,1,32400,"Loan","Far","Medium","Call",920
"a054cf17b363838dfc5f20e10a68fac1","Female","Single","Young",0,2,11400,"Loan","Close",NA,"Call",258
"048351ed2f2b0f7a67c5fc7fcca9fe20","Male","Married","Adult",0,2,127000,"Rent","Close",NA,"Brochure",1821
"e2ba41748a260a7aaf343ab3958ee4f9","Male","Single","Adult",0,2,47200,"Loan","Close","Medium","Brochure",1587
"86dcfc093bd3fdfb532435fd024c79f2","Female","Single","Adult",2,1,48700,"Own","Close","Low","Brochure",528
"9cdb1888b362b82c3109c2e41369dccb","Male","Single","Young",0,3,20400,"Own","Far","Medium","Message",867
"86e946d162116a208307311406db95ef","Male","Single","Adult",0,3,39000,"Loan","Close",NA,"Message",643
"9e192ad75caa10454e15f1441aba6467","Female","Single","Young",1,1,12900,"Own","Close","Low","Call",107
"884a699e4f333927a5a028bbaca5ec6c","Female","Married","Young",1,2,67300,"Loan","Far","High","Message",1513
"df0eaddfcb89cbec0c0a2f495680cf8e","Male","Married","Adult",0,3,134500,"Rent","Close","High","Message",4558
"9af85ca4cb4705705a6ed28c3ad6e179","Male","Married","Young",0,3,75500,"Rent","Close","High","Message",741
"8a5b2686f838eec8703c9f28f1eff098","Female","Married","Adult",2,2,33600,"Rent","Far","Medium","Call",805
"2755a014f5497d923e8de3eb1de50309","Female","Single","Young",1,2,16300,"Loan","Close",NA,"Brochure",470
"7b177113a334312075c7c72642aa1e15","Male","Married","Adult",1,1,27400,"Rent","Close","Low","Brochure",278
"c651c4fe975a31a6a01080034123e4e5","Female","Married","Adult",3,3,110400,"Rent","Close","Low","Message",1093
"7c64d32e520502aa385189f28b4c3df9","Female","Single","Young",1,2,21100,"Own","Far","Low","Brochure",470
"d9c575375fd71031f23b1f1f52f4ad93","Male","Married","Adult",0,1,81200,"Loan","Close","High","Call",1856
"af56251fb40e3192a82af81137ebfaca","Male","Married","Young",2,3,87100,"Rent","Far","High","Brochure",NA
"b2f8a61911a548497a2f641d52c7acb3","Female","Single","Adult",3,1,21700,"Loan","Far",NA,"Message",708
"49d316ffc5ed462fdb066298fb401112","Female","Single","Adult",0,1,42200,"Loan","Close",NA,"Message",1753
"5d55c0ae8cf7867c3f47e2b0c1eebc0f","Male","Single","Adult",0,1,59000,"Own","Far","High","Call",3044
"5b1004def285f2c4057add591f36711a","Female","Single","Young",2,2,52700,"Loan","Close","Low","Call",855
"d5ecbe38aac52ec701cc957cdb1f6b5e","Male","Single","Adult",0,3,20900,"Rent","Close","Low","Brochure",550
"c6e9152432092a03c15d97a6dbdeb60d","Male","Married","Adult",3,2,90700,"Own","Far","High","Brochure",2265
"e216f880f2fdc77bb3253ea0be2744c3","Female","Married","Young",0,2,91800,"Rent","Far",NA,"Brochure",2452
"e69a9a44821055d26ac885fb754e85a2","Female","Single","Young",0,1,27900,"Own","Far","Medium","Message",1184
"33cc7069c9c5e502cfd270a0849830fd","Female","Married","Young",0,3,70700,"Rent","Close","High","Message",2150
"1e352dcbe0eab1df79fc97a358a6d922","Male","Married","Young",2,1,79600,"Own","Close",NA,"Brochure",1575
"f2b3b52c5c4499d011ed18095fc14e5e","Male","Married","Young",1,2,96400,"Rent","Close","High","Brochure",1822
"7a62c93f267c0ff5605ca372175e9453","Female","Single","Young",2,3,46600,"Rent","Close",NA,"Call",1153
"9d3a26c8faf0a0846ec150fc84232835","Male","Married","Adult",0,3,106600,"Loan","Close","High","Call",1877
"5c9621294d35d5d234115220120aa8f5","Female","Married","Adult",3,2,104900,"Rent","Close","Low","Message",450
"3069e5b3434dd46d15d798e8df2e6070","Male","Single","Adult",0,3,56300,"Rent","Close","Medium","Call",873
"e0d8db230878b387f117b97a7cc7e933","Female","Single","Adult",1,1,14800,"Own","Close","Low","Brochure",209
"15664feb9db3a4c5ea9aa2c1e16afd88","Male","Married","Young",0,1,58300,"Loan","Close","Medium","Call",1472
"fdbca06afa6ded9f7f3f48f9e54f6494","Male","Single","Adult",0,3,70200,"Own","Far","High","Message",1702
"af6746d82a9074aed9983a15740e3886","Male","Married","Young",0,1,59700,"Rent","Far","High","Message",1857
"a41432f8459a8fa68f42e45fcee45007","Male","Single","Adult",0,3,25800,"Own","Close",NA,"Brochure",451
"70c3b2572e4cd98634daa17557483a6b","Female","Single","Young",0,3,12000,"Loan","Close","Low","Call",344
"4a342ca66c4f766d48b4cfc05c6bc8ef","Male","Single","Adult",0,3,51900,"Loan","Far","High","Brochure",1492
"3ee6066fbc0729cb49f59a8f81c68d51","Female","Single","Young",3,2,66800,"Rent","Far",NA,"Message",2098
"5b5d981982add674d7368350d037f737","Male","Married","Adult",1,2,105300,"Rent","Close",NA,"Brochure",3505
"e818a8cdc2fb7a0fd508641475f983bd","Female","Single","Young",3,2,13800,"Loan","Far","Low","Call",127
"ac4af768f46f8d789cf9892657e39a16","Male","Single","Adult",3,2,14800,"Own","Close",NA,"Message",436
"8c08695dad2f8aabac08cd55c9ee8017","Female","Married","Adult",0,2,44200,"Own","Far","High","Call",2524
"01954af52bc4561dee1a251961acbf58","Male","Single","Young",0,3,10400,"Loan","Close",NA,"Brochure",189
"63875f2020f8d961537387063b00048a","Female","Single","Adult",0,3,35200,"Own","Close","Medium","Message",607
"14ffa8d0c3c65d271c41205b35bd080c","Female","Single","Young",0,2,16100,"Loan","Far",NA,"Brochure",202
"e854fe2bced4c9b60230550d740a96fe","Male","Married","Adult",2,2,113000,"Rent","Close","Medium","Call",1554
"cef08808d3c6cc6bb271360f753166ba","Male","Married","Young",2,1,63300,"Rent","Close",NA,"Brochure",633
"a8b286e92221dd9f02d9c09713303749","Male","Single","Adult",0,2,19100,"Own","Close",NA,"Message",176
"6808024d4bbb7db42b4af407b8477291","Female","Married","Young",2,3,93400,"Own","Close",NA,"Message",3079
"6f2ac2030a00667a15965e98b2045c36","Female","Married","Adult",0,3,52500,"Rent","Far","High","Call",2038
"e336ab08180140d824de9f54df8c8365","Female","Married","Adult",3,1,45400,"Rent","Far","Medium","Call",1203
"7e85eba305e0b211e300b9fc115bd1d5","Female","Single","Young",3,3,21400,"Rent","Far",NA,"Brochure",326
"940b901b745ff50dc2b62218b3337087","Female","Single","Young",3,1,53700,"Loan","Close","Low","Message",235
"de88ca0ef59738f4cc8e530c49fb8a81","Female","Married","Adult",0,3,68000,"Own","Far","High","Call",3688
"7eb3b763afe4cf2787a7dba73a4418bd","Male","Single","Adult",0,3,17400,"Rent","Close",NA,"Call",332
"a807b2c561cab10501f8cd4ec6767429","Female","Single","Young",1,3,14600,"Loan","Close","Low","Call",143
"32e10958ac12ef19bcc65bea4b8c7cb6","Female","Married","Young",0,1,100100,"Own","Far","High","Call",3104
"8821641a18e1c669faa82445f2f65504","Male","Married","Adult",1,3,103700,"Rent","Far","High","Message",2339
"74271b7e5c1ff6d9c7645c3ed8996bf5","Female","Single","Adult",3,1,10800,"Loan","Far","Low","Call",123
"71ff61dc9481e98cae14288252f39cd2","Female","Married","Adult",3,1,81700,"Loan","Close","Low","Message",879
"dde1a641e439aec12bde575011989378","Female","Single","Adult",0,2,21400,"Rent","Close","Low","Call",498
"1252ef84cd595c608c7923c6e78b9fc5","Female","Married","Young",0,3,114800,"Loan","Close","High","Brochure",3596
"c045ab5a8c93f0ef2d37c2803979d07c","Female","Married","Adult",0,2,67900,"Own","Far","High","Call",2925
"a61fa46b0aff419c4554d928a9deeeb2","Male","Married","Adult",1,1,53700,"Own","Close",NA,"Brochure",1081
"062226bde011ecc801cc325b518cbf6f","Female","Single","Adult",3,2,11400,"Loan","Far",NA,"Message",312
"bc939f724c13d98d317d0eac1e86a23f","Male","Married","Adult",3,3,34300,"Loan","Close",NA,"Message",1297
"f4985e7e9f6888db56ea62d6d6581feb","Female","Single","Adult",1,1,16400,"Loan","Close","Low","Message",218
"4dbce16ae2983105d8314412a9858095","Female","Married","Adult",0,2,109800,"Rent","Far","High","Message",4279
"b806e25944c3445f93b9c58f1aa370de","Male","Single","Adult",0,3,64200,"Loan","Close","High","Brochure",1642
"4648150f42afd94ea23ba0d70e1e4df3","Male","Single","Young",0,1,17000,"Rent","Close",NA,"Message",581
"f66dc9cec33d7c789c9b59d2ff4c16a5","Female","Single","Adult",3,1,41400,"Loan","Close","Low","Call",223
"2fdd94b9fed8f2860f57646e507a2bab","Female","Single","Young",2,2,49100,"Own","Close","Low","Message",474
"51775ab1faa2039ecfc42e75baa6b251","Female","Single","Adult",0,2,42600,"Loan","Far","High","Message",1790
"a245d78376c7bc17838d737238b8df81","Female","Single","Adult",1,1,11900,"Own","Close","Low","Message",143
"b6d1b0d5f9dfaca17cff552b0885d603","Male","Married","Young",2,3,113600,"Own","Far","High","Message",3237
"3bd03f0972d4d69f689ad819ffec502e","Male","Single","Young",1,2,52900,"Own","Close",NA,"Call",2316
"218d2fca11926d34832329c0bdbd8162","Female","Single","Adult",1,2,14300,"Own","Close",NA,"Message",458
"c103766340834cd15e324a22490612da","Male","Single","Young",0,3,21000,"Loan","Close","Low","Brochure",646
"32a7d59a19e018b2a5dc3c3bc2e0bdcf","Male","Single","Adult",2,2,59600,"Rent","Far","Medium","Message",1217
"5752e891355e27e87acaa407f0950611","Female","Single","Adult",3,2,39700,"Own","Close","Low","Message",NA
"3bd24384cc5a3e77e5dd3cef759ee6c3","Male","Married","Adult",0,3,51200,"Rent","Close","Medium","Brochure",1293
"ce6e9efcda5ba7858d06fdcb5f04442c","Female","Married","Adult",0,1,88200,"Rent","Close",NA,"Message",2749
"f7462d6fba1869fd104990c0d545657a","Male","Married","Adult",0,1,122100,"Own","Far","High","Message",2408
"ba7218056885cdabb333c8264b71a0b4","Female","Married","Adult",0,3,84800,"Own","Close","High","Brochure",2624
"256a788c6026270c17b5b76dc0520947","Male","Married","Young",0,2,140000,"Own","Far","High","Call",4894
"782532ce5234e128fb8282f31c2533e2","Female","Single","Adult",0,1,28500,"Loan","Close","Low","Message",621
"4c8cfc9864efdfd3a5afa401bb385de1","Male","Single","Adult",0,2,60300,"Rent","Close","High","Call",701
"0b2112a28c253be3488e28b39a421248","Female","Married","Young",0,1,51900,"Rent","Far",NA,"Message",780
"74f836a49efe6ac3c455814f6db898df","Male","Single","Young",0,2,60200,"Loan","Close","Medium","Message",1365
"ace523c9360e53555f16a082fecea9f3","Male","Married","Adult",0,3,81200,"Loan","Far","High","Call",2693
"efbe4402c44797fc02a01d732ae9eddf","Male","Married","Young",0,3,73100,"Rent","Close","High","Brochure",1582
"0ff8d4fcba2bb31d32f4b9d5e4c08ef0","Male","Single","Young",0,2,45700,"Rent","Close","Medium","Brochure",724
"194b22513ebbe455875c095284fb85bc","Female","Single","Young",0,3,28900,"Own","Close","Low","Call",830
"cfebfdf2a281f0481013e026c3327799","Female","Married","Adult",0,3,60100,"Loan","Close",NA,"Call",1594
"af4767661569434ef85e4b392d6689a8","Female","Married","Adult",1,3,84800,"Loan","Close",NA,"Call",1826
"96ea51fb4372d68069e778b6d6e075c7","Female","Married","Young",0,1,35000,"Rent","Close","Medium","Call",473
"366dc2f8120df3f830e5859e9615f956","Female","Married","Adult",0,2,61700,"Loan","Close",NA,"Message",1161
"4dbd6b533b29fd57c7dce082389d742d","Female","Married","Adult",0,1,46900,"Loan","Close","Medium","Message",703
"18ff45f76d956e15f52c57b47c1cae03","Female","Married","Adult",1,2,123600,"Loan","Close",NA,"Call",1892
"cc5a10bac1b28d2f8654ccb4677d9b89","Male","Married","Adult",0,2,45800,"Loan","Close","Medium","Message",489
"76527388cc57fe1afdd203daaf203f2e","Male","Married","Adult",1,3,77800,"Rent","Far","High","Brochure",1813
"7ba8724f49494009e92287780459f16f","Female","Single","Young",1,1,48700,"Rent","Close",NA,"Message",1457
"edfae5ecd93687670dbf87db5769797c","Female","Single","Adult",3,1,0,"Rent","Far","Low","Message",292
"cbbca5459d1e2832095fd128ad9e0b92","Female","Married","Young",0,1,40000,"Own","Close",NA,"Brochure",613
"f0899a609eb8064a22897361f18d8b20","Female","Married","Adult",1,2,118300,"Own","Close",NA,"Brochure",2681
"a3491b92e7d9a7e85a4ba444fe4cc866","Female","Single","Young",2,3,27100,"Own","Close","Low","Brochure",437
"c2b0dd82d8802e31b34ca3016e29a2e1","Female","Married","Adult",2,1,91000,"Rent","Close","Medium","Message",708
"c60d3fb069418bff7e717d727498a630","Female","Married","Young",0,1,35300,"Own","Close","Medium","Call",1093
"fa23961879607f6dec58bebd082dbde4","Female","Single","Adult",2,1,10200,"Own","Far","Low","Brochure",213
"4de044ad129dc8355c9d71a22d8ce619","Female","Single","Young",1,3,12500,"Own","Close","Low","Message",202
"7fda016e2371a47c340cda8566b65fa6","Female","Single","Young",0,3,64600,"Own","Close",NA,"Call",1298
"2116225024a7c001a1883482253c4cf3","Male","Married","Adult",0,3,113800,"Rent","Far",NA,"Message",3273
"a27e96c55ec99ef46a3e7a25ac84e730","Male","Married","Young",3,3,113400,"Loan","Far","High","Message",1790
"ca29fc6596ac89fb935af95139d96b55","Female","Single","Young",1,3,16900,"Rent","Close","Low","Message",247
"e926644ea755727d1246f5e482db3ed0","Female","Single","Adult",1,3,13600,"Rent","Close","Low","Call",183
"51086fa92a565acbaa8d69e72c9dfdfd","Male","Married","Young",1,3,100100,"Own","Far","High","Call",3491
"897b5a7d7dd1e27ce372f65ed51d1ec9","Female","Married","Adult",0,1,80000,"Own","Far","High","Message",1985
"ebb000f3d33f19c06e61ea7bd1144ca7","Male","Married","Adult",0,1,83900,"Own","Close","High","Call",1721
"d6f7cecf941914a51fd662f04ab1f1ad","Male","Married","Young",0,2,77000,"Loan","Close","High","Brochure",2104
"de99344800d81a2bf0f6503bc8ae2f1d","Female","Married","Young",3,3,72900,"Rent","Close","Low","Call",252
"43a0e2a525cd69c5934665edad9f4804","Male","Married","Young",3,1,80700,"Rent","Close","Low","Call",202
"257c2d2464092feeda87a152b333eaea","Female","Married","Adult",1,2,40900,"Rent","Close","Medium","Message",962
"673bb8559083ea2f82f0238c41521001","Female","Single","Adult",1,1,26700,"Rent","Close",NA,"Call",459
"4dc5017149a37fd5adbb28faf8a114bd","Male","Married","Young",0,1,54700,"Loan","Close","Medium","Message",848
"b252d8c2878267c485519bdf16f13fc6","Female","Married","Young",1,1,23600,"Own","Close","Low","Brochure",161
"b518f803233d2e5a0ee0aea5962e9e41","Male","Single","Young",0,3,56900,"Own","Far","High","Brochure",1857
"7e3dbee785b331accf75a21339024b86","Male","Single","Adult",1,3,68700,"Own","Far",NA,"Brochure",1699
"5b8596cd90c6721e618584633171a679","Female","Single","Adult",1,3,19300,"Loan","Close","Low","Brochure",308
"62c1fb41ee6d175997ce8070c64067bd","Male","Married","Young",1,2,20200,"Own","Far","Low","Message",500
"1193f2e991de0587f9f1a8553e5f1396","Female","Married","Young",3,1,61500,"Loan","Far","Medium","Call",1162
"36181df33c56b8a10d9da3b85ee57c0f","Female","Married","Young",1,3,101700,"Loan","Far",NA,"Message",2551
"a9a8270ff76e26dbb4e4025512005b2a","Female","Married","Adult",1,3,120800,"Own","Far","High","Message",5830
"75609e1531eea8b90461f4b171774977","Female","Single","Adult",1,2,17300,"Loan","Far","Low","Brochure",381
"ad3218f78feba5d80ccb5d819e3c1e53","Female","Married","Young",0,2,42300,"Own","Close",NA,"Brochure",856
"e37bb519e5a7b609474300441648eee2","Male","Single","Young",0,1,53300,"Own","Close","Medium","Brochure",1720
"ce444b4ffabdb088334b28d874af05cf","Female","Single","Young",0,1,42800,"Loan","Close","Medium","Message",759
"995b3947e2585e939d1ceecfe102237a","Male","Married","Adult",0,1,98400,"Own","Close","High","Brochure",3305
"c57d1f24ee7794baec2a585432902f7d","Female","Single","Adult",0,2,51200,"Rent","Close","Medium","Call",1257
"f2242948a949f8e13935dfe055261bb2","Male","Single","Young",0,2,62200,"Rent","Close",NA,"Message",1583
"c106858774cb08d8d0bf9794a186b7ca","Male","Married","Adult",3,2,109200,"Loan","Close","Low","Call",1102
"2d50b593badaa578402fcd389a02ce8d","Female","Single","Young",2,2,11400,"Own","Close",NA,"Message",NA
"dba0c72f7c4958f2a63d20c045ef5709","Female","Single","Adult",0,1,14000,"Own","Close","Low","Brochure",229
"7d252cdf4cf7a9a6c3a9231cf70bfcba","Female","Married","Adult",0,3,97000,"Loan","Close",NA,"Brochure",2599
"f0d7fd1a17650b684c21159c831c39bc","Female","Single","Adult",3,3,29600,"Own","Far",NA,"Brochure",774
"18707402fb7737784524e9f64a774d2d","Male","Married","Adult",1,3,71200,"Own","Close","Medium","Call",638
"a48f5d424e27fabcfc1a9245306ba205","Female","Single","Young",0,1,15000,"Own","Far","Low","Call",378
"b1c9c5cbb4d7bfcdeec2d6b545486387","Male","Married","Young",1,2,64000,"Own","Far",NA,"Message",1552
"8b921f27bed81996e0553d21908576f7","Male","Married","Young",0,1,33000,"Loan","Far","Medium","Message",979
"329aedd80a1425be779b7a477421855d","Female","Married","Adult",0,1,74400,"Own","Close","High","Call",2479
"58c39a9d7aec01442aa21429949aabbe","Male","Single","Adult",2,3,20300,"Own","Far","Low","Call",450
"4c41cf86b1c2e212cd5ebe6cb810e94d","Male","Married","Young",0,1,68700,"Rent","Close","High","Brochure",2763
"a20c5178769c7e52004ae5c6aea2b0f6","Male","Married","Young",3,2,53600,"Rent","Far","Medium","Call",1560
"c3d1df86901de65c7b246a8776a21dd1","Female","Single","Young",0,3,33200,"Own","Close","Medium","Message",1037
"259e10699b65f87df48eddc81b982d20","Female","Married","Young",0,1,70900,"Loan","Far",NA,"Message",690
"e97b69e4105d905ce31d1be1588770cb","Female","Single","Young",3,1,23200,"Rent","Close",NA,"Call",770
"daff299efd9db0c7a21222c21e9eeaf1","Male","Single","Adult",0,1,41400,"Own","Close","Medium","Call",643
"afbe9d7ef11bcc466faceccd713037e2","Female","Married","Adult",0,2,63200,"Own","Close","High","Brochure",1512
"54e3fb96cafd3d9e56fe5c965c811f3a","Male","Married","Adult",0,2,107400,"Loan","Close","High","Brochure",1485
"33ae39075542f14f5884e69ec634b296","Male","Single","Young",0,2,13900,"Own","Far",NA,"Call",570
"ddc6e5719d1ee94559a8123ccbcd4997","Female","Married","Young",1,3,79900,"Rent","Close","Medium","Message",1165
"4eee11f3b0146067534d063ac8ad12ba","Male","Married","Adult",3,3,120000,"Rent","Far","High","Brochure",1926
"996793ffe15f0ae2767892a898d28f58","Male","Married","Adult",0,2,66300,"Rent","Far",NA,"Call",2243
